website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms,geometry,StatistikdistriktNavn,counts
boligzonen.dk,2023,apartment,6354,67,8260,Grøfthøjparken,Viby J,2,"LINESTRING (570505.8277863575 6220465.252287523, 570531.5960497827 6220465.092320084, 570733.2646637312 6220462.722802392)",Stat dist: 02.40,892.0
boligzonen.dk,2023,apartment,10995,74,8200,Edouard Suensons Gade,Aarhus N,4,"LINESTRING (575667.2398108713 6225824.861354597, 575659.0846708625 6225790.3683755435)",Stat dist: 01.00,253.0
boligzonen.dk,2023,apartment,13200,113,8000,Banegårdsgade,Aarhus C,5,"LINESTRING (574591.7920602476 6223475.239613308, 574593.4824583284 6223495.665455686)",Stat dist: 01.70,240.0
boligzonen.dk,2023,room,3500,26,8210,Hammershusvej,Aarhus V,1,"LINESTRING (573390.0014833198 6225898.166433561, 573361.5780580314 6225946.206655112, 573342.7280579705 6225976.070576398, 573296.7739677087 6226049.955537328, 573295.4051575555 6226052.095101825, 573249.4510672936 6226125.760107527, 573211.8747548365 6226186.157813747, 573205.5749297944 6226195.955819392, 573203.6866314505 6226198.835233295, 573181.3733767854 6226240.136826476)",Stat dist: 03.00,364.0
boligzonen.dk,2023,apartment,13200,145,8000,Frederiksgade,Aarhus C,4,"LINESTRING (574930.9271444556 6224074.097717472, 574924.4541566832 6224074.567621824, 574893.6971574589 6224047.923045251, 574871.6477698112 6224027.707160136, 574849.219073326 6224002.622266093, 574807.0415797518 6223936.4557341, 574772.458508774 6223889.165359919, 574712.0824368384 6223805.062478817, 574696.7699039807 6223787.875977079)",Stat dist: 00.80,275.0
boligzonen.dk,2023,apartment,9795,59,8000,Amaliegade,Aarhus C,2,"LINESTRING (574980.3857185433 6223875.698101141, 574957.676663352 6223792.4250511285, 574945.340880285 6223747.834127482)",Stat dist: 00.60,78.0
boligzonen.dk,2023,apartment,6307,50,8240,Eya Jensens Gade,Risskov,2,"LINESTRING (574723.906977559 6228706.7347576, 574691.2781716795 6228654.9852910545)",Stat dist: 04.81,1.0
boligzonen.dk,2023,apartment,7995,57,8230,Søren Frichs Vej,Åbyhøj,2,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
boligzonen.dk,2023,apartment,12800,96,8000,Thit Jensens Gade,Aarhus C,4,"LINESTRING (576118.69978608 6225173.1340118125, 576154.8083382525 6225142.640218737, 576198.1484958725 6225108.537160316, 576226.0441871261 6225085.75179821)",Stat dist: 00.11,5.0
boligzonen.dk,2023,room,4000,14,8000,Vesterbro Torv,Aarhus C,1,"LINESTRING (574515.9138010354 6224343.50288083, 574506.8021430882 6224336.574291125, 574499.0263119171 6224330.885449072, 574452.899058925 6224305.460624222, 574433.8346669124 6224294.882777312, 574417.7882539124 6224330.065615946)",Stat dist: 01.50,55.0
boligzonen.dk,2023,apartment,9900,90,8000,Carl Bertelsens Gade,Aarhus C,3,"LINESTRING (573876.5722635412 6222639.38974813, 573875.5415330041 6222626.652340792, 573871.7319529393 6222547.888372971)",Stat dist: 02.00,102.0
boligzonen.dk,2023,apartment,8500,60,8000,Vestergade,Aarhus C,2,"LINESTRING (574994.5520790439 6224282.88521938, 574974.0776476568 6224278.346143296, 574968.7755697744 6224277.886236909, 574926.9114182834 6224279.805846177, 574908.8200358979 6224280.855632496, 574879.6297470898 6224280.5356976185, 574863.6410549998 6224280.735656917, 574851.3465011544 6224280.315742389, 574840.1568904447 6224279.745858388, 574814.6772315699 6224277.166383432, 574803.0588369567 6224275.736674446, 574786.5011816103 6224273.627103843, 574768.1294405187 6224272.007433522, 574743.5733162051 6224269.9078608835, 574720.3612645116 6224268.558135617, 574716.5929136684 6224271.617512889, 574687.9221130509 6224268.118225159, 574653.8420385754 6224263.989065638, 574617.675765493 6224260.359804363, 574595.9891949943 6224257.660353828, 574559.3446629427 6224252.961310305, 574550.4061677258 6224251.21166644, 574543.9661633305 6224248.052309518, 574537.8724843957 6224244.613009578, 574522.5929349152 6224236.754609132, 574504.4438316196 6224227.806430508, 574498.9026242526 6224224.9370145695, 574478.1230966266 6224212.619521759, 574471.2708000166 6224210.439965402, 574384.4255678905 6224190.813960219, 574358.9871382372 6224186.174904485, 574318.2526674147 6224156.420960814, 574282.1523610867 6224128.536636587)",Stat dist: 00.40,351.0
boligzonen.dk,2023,apartment,10950,100,8000,Fåborggade,Aarhus C,3,"LINESTRING (574749.4526031881 6222710.595254456, 574750.4998254137 6222701.307145023, 574751.316163999 6222693.0288300505, 574751.3656390648 6222690.599324569, 574749.89787878 6222688.349782457, 574747.1190292523 6222686.88008161, 574724.2945322408 6222684.800504902, 574721.2518156957 6222686.160228134, 574720.3530186673 6222687.959861824, 574719.6521219022 6222690.579328639, 574718.448228635 6222707.545875148)",Stat dist: 01.80,251.0
boligzonen.dk,2023,apartment,7595,63,8000,Vesterbrogade,Aarhus C,2,"LINESTRING (574417.7882539124 6224330.065615946, 574232.6030827117 6224267.718306561, 574206.4802479818 6224259.390001764)",Stat dist: 01.50,217.0
boligzonen.dk,2023,apartment,8840,76,8260,Engtoften,Viby J,3,"LINESTRING (572544.8519180404 6220514.122340165, 572548.6697439495 6220502.044798514, 572550.4673380061 6220492.99664024, 572551.077530484 6220485.6581339715, 572551.217709837 6220478.2996317735, 572551.135251394 6220470.95112754, 572548.9088734342 6220444.0765977735, 572543.1532741155 6220351.695401698, 572543.4995995759 6220345.856590171, 572545.2147351895 6220340.91759549, 572548.0513056273 6220337.29833218, 572552.7349451875 6220333.929017995, 572557.1547177301 6220332.069396515, 572561.0879854594 6220331.28955525, 572636.1581519307 6220326.080615514, 572642.1446348896 6220326.420546322, 572646.5066865222 6220327.370352992, 572650.6048711373 6220330.25976486, 572654.0021589873 6220333.359133992, 572656.2202911029 6220337.508289444, 572657.729280609 6220342.73722511, 572658.2982438655 6220349.025945058, 572664.7794774822 6220440.22738127, 572664.6475439735 6220446.926017782, 572664.3836769561 6220454.424491489, 572663.7075177238 6220459.623433259, 572662.6767871868 6220464.84237096, 572645.0636637703 6220539.257224032)",Stat dist: 02.30,202.0
boligzonen.dk,2023,apartment,8995,65,8000,Thorvaldsensgade,Aarhus C,2,"LINESTRING (574503.454330304 6224001.622469599, 574487.5645883456 6224006.301517192, 574478.1230966266 6224010.250713346, 574469.7700563547 6224014.559836236, 574456.4035427507 6224021.868348609, 574343.4519675835 6224090.524373874, 574336.7480961708 6224094.153635148, 574285.1291108775 6224126.527045634, 574282.1523610867 6224128.536636587, 574270.8473085568 6224133.645596674, 574259.8555981101 6224143.0036918605, 574251.4036077067 6224152.141831818, 574244.4358692765 6224160.950038933, 574237.8062104625 6224170.818030332, 574232.669049466 6224180.01615808, 574227.6968053555 6224190.044116918, 574216.3010485384 6224227.54648342, 574206.4802479818 6224259.390001764)",Stat dist: 01.60,268.0
boligzonen.dk,2023,apartment,7500,49,8260,Damagervej,Viby J,2,"LINESTRING (571915.4218853901 6221390.873879924, 571897.2397987173 6221389.624134307, 571839.0241379872 6221388.784305251, 571733.2794307347 6221387.054657316, 571637.9079956065 6221385.145046012, 571578.2163287475 6221383.965286149, 571461.8839574187 6221381.955695195, 571419.52505527 6221381.465794913, 571392.6106194876 6221380.485994348, 571388.0589134363 6221380.306030979, 571332.4901687251 6221379.726149012)",Stat dist: 02.40,582.0
boligzonen.dk,2023,apartment,13500,109,8000,Ålborggade,Aarhus C,4,"LINESTRING (574272.9582446966 6222681.751125595, 574194.3176276451 6222669.32365517, 574116.0563194313 6222656.446276323, 574048.3909211379 6222645.798443658, 574036.4674302859 6222638.279974021, 574031.346760978 6222635.14061303, 574009.9735325626 6222614.474819492)",Stat dist: 01.90,269.0
boligzonen.dk,2023,apartment,7495,82,8230,Silkeborgvej,Åbyhøj,3,"LINESTRING (566881.8039557764 6223561.062144379, 566895.6734658824 6223560.062347885, 566909.9470223589 6223559.872386551, 566926.5953819926 6223560.662225782, 566940.8689384691 6223562.051942909, 566949.197241208 6223564.621419899, 566953.5592928407 6223568.990530579, 566956.7256970503 6223580.878110897)",Stat dist: 03.22,574.0
boligzonen.dk,2023,apartment,9308,87,8270,Lerdalen,Højbjerg,3,"LINESTRING (575931.7500042 6218264.640215746, 575931.6180706914 6218272.758563279, 575931.5356122483 6218276.757749257, 575933.5723357894 6218281.896703238, 575937.3984075428 6218284.696133422, 575950.6577251708 6218291.154818775, 575956.6112247526 6218294.184202152, 575961.5752230189 6218298.283367779, 575965.1786569762 6218302.362537476, 575968.2131276772 6218306.061784505, 575970.4395056372 6218311.020775117, 575974.6861154495 6218321.848571151, 575975.2715703946 6218331.506605285, 575977.6546193962 6218338.465188886, 575980.4417147682 6218344.713916975, 575984.3832283417 6218351.342567733, 575986.815752409 6218355.761668238, 575987.6650743716 6218361.780443133, 575989.3142432307 6218366.349513113, 575994.3277165628 6218368.089159013, 575996.4139151697 6218370.318705195, 575997.9064129873 6218373.618033626, 575997.8239545443 6218377.807180937, 575996.3809317924 6218381.966334353, 575991.3674584605 6218389.874724624)",Stat dist: 02.50,137.0
boligzonen.dk,2023,apartment,7850,68,8000,Regenburgsgade,Aarhus C,2,"LINESTRING (573690.2244282947 6224196.872726974, 573628.2569084099 6224195.423022057, 573567.847853097 6224194.023306965, 573464.3130321158 6224192.523612224)",Stat dist: 01.50,153.0
boligzonen.dk,2023,apartment,8200,61,8000,Finderupvej,Aarhus C,2,"LINESTRING (573467.0011773563 6223951.262720181, 573351.9716494264 6223946.223745849, 573329.5759363184 6223946.003790621, 573320.5467368142 6223947.413503678, 573314.1562074848 6223950.252925721, 573309.2087009071 6223954.272107628, 573304.9785827833 6223958.9811491165, 573301.1854944071 6223966.209677771, 573299.0745582673 6223974.158059901, 573293.7147594749 6224028.357027858, 573289.3939370638 6224087.794929444)",Stat dist: 03.30,377.0
boligzonen.dk,2023,apartment,9500,84,8000,Lundingsgade,Aarhus C,2,"LINESTRING (574260.4822822766 6223066.202871554, 574258.3713461368 6222985.569284286, 574257.761153659 6222954.445619418, 574255.0647625742 6222871.892422883, 574254.0340320371 6222864.473932895, 574250.6284983428 6222858.975052177, 574243.141271722 6222852.256419735)",Stat dist: 01.90,249.0
boligzonen.dk,2023,apartment,10500,92,8240,Nordre Strandvej,Risskov,9,"LINESTRING (578329.5095919827 6229234.897251652, 578322.6572953727 6229291.845659968)",Stat dist: 04.50,209.0
boligzonen.dk,2023,room,3200,15,8000,Nyborggade,Aarhus C,1,"LINESTRING (574832.6696638238 6222803.616320286, 574905.2166019405 6222800.32698982)",Stat dist: 01.80,54.0
boligzonen.dk,2023,apartment,8995,62,8000,Skovvejen,Aarhus C,2,"LINESTRING (575525.485501578 6224921.545221983, 575547.073121945 6224966.236125279, 575563.1195349451 6224998.179623272, 575584.0309960799 6225043.420414641, 575596.0534370636 6225071.564685956, 575606.707067894 6225096.38963291, 575618.9274091407 6225127.173366969, 575624.0068492271 6225142.610224841, 575634.4460881059 6225174.44374522, 575639.5585115695 6225194.3296974925, 575641.0510093871 6225203.677794714, 575643.0135203296 6225215.255438118, 575644.5637390572 6225230.452344832, 575644.6791808774 6225249.728421242, 575644.53075568 6225263.075704441, 575644.6461975002 6225307.9765650015, 575645.1079647808 6225321.3238482, 575646.0974660963 6225331.141849775, 575647.3508344293 6225343.189397531, 575649.7503751194 6225357.936395822, 575655.448253528 6225384.211047692, 575663.9744565301 6225421.033552579, 575678.7757470416 6225480.171515217, 575689.2232317646 6225530.111350108)",Stat dist: 01.10,588.0
boligzonen.dk,2023,apartment,10336,95,8000,Skanderborgvej,Aarhus C,4,"LINESTRING (571572.0896664355 6220410.133506791, 571570.8445439468 6220409.243687911, 571584.1945658621 6220421.231247878, 571643.5316614164 6220464.852368925, 571678.4115827887 6220489.937262967, 571684.1754279516 6220494.73628614, 571683.0869765045 6220501.984810724, 571727.2929477757 6220532.368626186, 571765.3227816691 6220557.613487667, 571807.7311588837 6220588.927113869, 571844.087086385 6220619.010990383, 571905.5351180792 6220673.719854552, 571956.0656519253 6220717.3309776345)",Stat dist: 02.00,536.0
boligzonen.dk,2023,apartment,8495,67,8000,Jægergårdsgade,Aarhus C,2,"LINESTRING (575333.720146629 6223162.203330938, 575371.3871633734 6223133.70913085, 575447.8508775306 6223082.609532025)",Stat dist: 01.80,503.0
boligzonen.dk,2023,apartment,8482,60,8000,Guldsmedgade,Aarhus C,2,"LINESTRING (574971.0101935787 6224321.347390517, 574970.4412303222 6224330.945436861, 574971.4719608593 6224336.304346072, 574995.0220921688 6224382.145015336, 574999.3594062685 6224391.253161399, 575007.1269915954 6224411.679003778, 575008.7101937002 6224419.20747138, 575009.262665268 6224436.893871364, 575011.4313223179 6224489.603142545, 575014.5070222403 6224580.274686614)",Stat dist: 00.30,223.0
boligzonen.dk,2023,apartment,5670,39,8240,Brassøvej,Risskov,1,"LINESTRING (576638.3611394615 6229425.618430908, 576654.4900109045 6229427.817983195, 576652.1152077473 6229449.183634278)",Stat dist: 04.40,1.0
boligzonen.dk,2023,room,2900,15,8000,Nyborggade,Aarhus C,1,"LINESTRING (574832.6696638238 6222803.616320286, 574905.2166019405 6222800.32698982)",Stat dist: 01.80,54.0
boligzonen.dk,2023,apartment,9300,72,8230,Søren Frichs Vej,Åbyhøj,2,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
boligzonen.dk,2023,apartment,8000,58,8240,Børglumvej,Risskov,3,"LINESTRING (574973.9374683037 6227450.160529651, 574983.5603685973 6227461.488223931, 575026.084187632 6227467.556988652, 575043.128347792 6227473.125855125, 575054.1447957715 6227479.784499777, 575129.1489954883 6227525.535187357, 575217.6763798507 6227580.803937563, 575228.7258112074 6227586.252828456, 575232.8487333554 6227594.381173955, 575246.6028016412 6227635.6927651, 575206.4125565423 6227648.770103246, 575201.9185714009 6227669.7058418365, 575154.3235581241 6227690.271655725, 575147.438278137 6227691.341437974, 575134.7149403881 6227687.812156349)",Stat dist: 04.81,616.0
boligzonen.dk,2023,apartment,9995,107,8000,Telefontorvet,Aarhus C,3,"LINESTRING (574930.9271444556 6224074.097717472, 574964.9824813983 6224051.162385892)",Stat dist: 00.80,30.0
boligzonen.dk,2023,apartment,11659,111,8000,Kildegården,Aarhus C,4,"LINESTRING (575023.5444675888 6222496.93874362, 574992.3751761498 6222499.62819619, 574989.2087719401 6222500.488021175, 574987.2957360634 6222502.027707776, 574984.8961953733 6222505.956907999, 574970.9854560458 6222538.660251328, 574970.4164927894 6222541.919587899, 574970.5071970766 6222545.37888377, 574972.1398742473 6222548.538240692, 574985.75376318 6222560.335839325, 574988.7305129708 6222562.255448594, 574991.2207579482 6222563.01529393, 574994.6757667083 6222562.735350911, 575032.0789164352 6222556.116698119)",Stat dist: 02.10,151.0
boligzonen.dk,2023,apartment,14825,99,8000,Søren Frichs Vej,Aarhus C,4,"LINESTRING (573892.9897395346 6223656.492719762, 573936.3463888433 6223642.2756136125, 573965.2563189452 6223632.587585582, 573976.5696173194 6223626.348855458, 574005.693939373 6223611.031973165)",Stat dist: 03.60,42.0
boligzonen.dk,2023,apartment,11554,94,8000,Museumsgade,Aarhus C,4,"LINESTRING (574489.5270992881 6224140.134275922, 574473.3899820007 6224136.0051164, 574369.6325232234 6224103.301773071, 574353.5613726905 6224098.592731583)",Stat dist: 01.60,85.0
boligzonen.dk,2023,apartment,1448,10,8000,Klostergade,Aarhus C,1,"LINESTRING (575117.9099097128 6224423.076683813, 575083.6979017284 6224431.115047627, 575078.4617906004 6224431.804907208, 575072.8133872577 6224432.224821736, 575050.8711955859 6224431.424984541, 575040.6958237246 6224430.165240957, 575020.2461298704 6224425.756138418, 575014.1606967798 6224425.096272731, 575008.7101937002 6224419.20747138, 574998.6750011919 6224418.387638254, 574930.6550315937 6224414.268476698, 574898.5951889708 6224413.068720905, 574892.2129054856 6224410.029339562, 574865.0016193086 6224409.479451491, 574801.7147643365 6224413.378657818, 574794.5903548647 6224411.838971217, 574705.7331367305 6224368.977695505, 574699.9115706574 6224366.008299917)",Stat dist: 00.40,148.0
boligzonen.dk,2023,room,3500,20,8200,Jens Baggesens Vej,Aarhus N,1,"LINESTRING (573645.2680851927 6225132.782225302, 573652.8212785678 6225151.7483648, 573692.6074772963 6225217.325016862, 573727.8254782847 6225269.40441625, 573761.979765359 6225315.365061094, 573779.8979850142 6225339.340181028, 573797.717254538 6225361.035764954, 573834.3865241226 6225403.997020315, 573860.1712792363 6225433.271061669, 573866.3803999912 6225436.890324978, 573873.1090089368 6225438.120074666, 573881.2064280355 6225444.43878851)",Stat dist: 03.10,381.0
boligzonen.dk,2023,apartment,7000,60,8000,Skanderborgvej,Aarhus C,2,"LINESTRING (571572.0896664355 6220410.133506791, 571570.8445439468 6220409.243687911, 571584.1945658621 6220421.231247878, 571643.5316614164 6220464.852368925, 571678.4115827887 6220489.937262967, 571684.1754279516 6220494.73628614, 571683.0869765045 6220501.984810724, 571727.2929477757 6220532.368626186, 571765.3227816691 6220557.613487667, 571807.7311588837 6220588.927113869, 571844.087086385 6220619.010990383, 571905.5351180792 6220673.719854552, 571956.0656519253 6220717.3309776345)",Stat dist: 02.00,536.0
