web-scraper-order,web-scraper-start-url,price,address,kvm,rooms
"1684834100-682","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-683","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-684","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.950,- pr. mdr.","Fiskergade, Århus C","86 m²","3 vær."
"1684834100-685","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.300,- pr. mdr.","Engtoften, Viby J","76 m²","2 vær."
"1684834100-686","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.600,- pr. mdr.","Arresøvej, Risskov","78 m²","3 vær."
"1684834100-687","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-688","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-689","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-690","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.400,- pr. mdr.","Sonnesgade, Århus C","59 m²","2 vær."
"1684834100-691","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.000,- pr. mdr.","Malmøgade, Århus N","65 m²","3 vær."
"1684834100-692","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","17.000,- pr. mdr.","Jens Baggesens Vej, Århus N","126 m²","4 vær."
"1684834100-693","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.995,- pr. mdr.","Kristine Nielsens Gade, Århus C","65 m²","1 vær."
"1684834100-694","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.125,- pr. mdr.","Møllehatten , Risskov","47 m²","2 vær."
"1684834100-695","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.709,- pr. mdr.","Christian X's Vej, Viby J","113 m²","4 vær."
"1684834100-696","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","33 m²","1 vær."
"1684834100-697","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-698","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","19.800,- pr. mdr.","Ringen, Århus N","197 m²","4 vær."
"1684834100-699","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.100,- pr. mdr.","Christian X's Vej, Viby J","30 m²","1 vær."
"1684834100-700","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.975,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-701","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-702","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-703","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.350,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-704","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.395,- pr. mdr.","Østergade, Århus C","56 m²","2 vær."
"1684834100-705","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-706","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.700,- pr. mdr.","Vestre Strandallé, Risskov","51 m²","1 vær."
"1684834100-707","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-708","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-709","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","30 m²","1 vær."
"1684834100-710","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.600,- pr. mdr.","Borggade, Århus C","61 m²","2 vær."
"1684834100-711","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-712","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.995,- pr. mdr.","Rudolph Wulffs Gade, Århus C","101 m²","4 vær."
"1684834100-713","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.495,- pr. mdr.","Borresøvej, Åbyhøj","580 m²","2 vær."
"1684834100-714","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.900,- pr. mdr.","Vestre Strandallé, Risskov","50 m²","1 vær."
"1684834100-715","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.700,- pr. mdr.","Kongevellen, Risskov","70 m²","3 vær."
"1684834100-716","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.646,- pr. mdr.","Katrinebjergvej, Århus N","86 m²","3 vær."
"1684834100-717","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.995,- pr. mdr.","Sonnesgade, Århus C","114 m²","4 vær."
"1684834100-718","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-719","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-720","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-721","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.975,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-722","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","54 m²","2 vær."
"1684834100-723","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.200,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-724","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.700,- pr. mdr.","Vestre Strandallé, Risskov","39 m²","1 vær."
"1684834100-725","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.495,- pr. mdr.","Borresøvej, Risskov","93 m²","3 vær."
"1684834100-726","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.900,- pr. mdr.","Trøjborgvej, Århus N","35 m²","1 vær."
"1684834100-727","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.780,- pr. mdr.","Tommy Seebachs Gade, Århus C","83 m²","3 vær."
"1684834100-728","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","39 m²","1 vær."
"1684834100-729","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","50 m²","1 vær."
"1684834100-730","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-731","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.590,- pr. mdr.","Broloftet, Risskov","97 m²","3 vær."
"1684834100-732","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.600,- pr. mdr.","Vesterport, Århus C","53 m²","1 vær."
"1684834100-733","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.684,- pr. mdr.","Eya Jensens Gade, Risskov","64 m²","2 vær."
"1684834100-734","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-735","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.383,- pr. mdr.","Orla Lehmanns Allé, Århus C","109 m²","4 vær."
"1684834100-736","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","15.650,- pr. mdr.","Thit Jensens Gade, Århus C","140 m²","5 vær."
"1684834100-737","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.900,- pr. mdr.","Kristine Nielsens Gade, Århus C","77 m²","2 vær."
"1684834100-738","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.663,- pr. mdr.","Doris Kæraas Gade, Risskov","85 m²","4 vær."
"1684834100-739","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.265,- pr. mdr.","Engtoften, Viby J","111 m²","4 vær."
"1684834100-740","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.495,- pr. mdr.","Abildhaven, Lystrup","87 m²","3 vær."
"1684834100-741","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.900,- pr. mdr.","Engtoften, Viby J","85 m²","3 vær."
"1684834100-742","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.800,- pr. mdr.","Kværnloftet, Risskov","78 m²","2 vær."
"1684834100-743","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-744","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.895,- pr. mdr.","Brassøvej, Risskov","63 m²","3 vær."
"1684834100-745","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.495,- pr. mdr.","Vintervej, Århus V","49 m²","2 vær."
"1684834100-746","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Vintervej, Århus V","76 m²","3 vær."
"1684834100-747","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.800,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-748","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.800,- pr. mdr.","Kongevellen, Risskov","68 m²","2 vær."
"1684834100-749","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.700,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-750","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-751","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-752","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-753","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.700,- pr. mdr.","Bestlasgade, Åbyhøj","95 m²","3 vær."
"1684834100-754","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-755","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.000,- pr. mdr.","Ringen, Århus N","163 m²","6 vær."
"1684834100-756","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.100,- pr. mdr.","Vikærsvej, Risskov","75 m²","1 vær."
"1684834100-757","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.750,- pr. mdr.","Gustav Holms Vej, Århus N","114 m²","4 vær."
"1684834100-758","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.995,- pr. mdr.","Olof Palmes Allé, Århus N","30 m²","1 vær."
"1684834100-759","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-760","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.800,- pr. mdr.","Emiliedalsvej, Højbjerg","100 m²","3 vær."
"1684834100-761","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.950,- pr. mdr.","Olof Palmes Allé, Århus N","123 m²","5 vær."
"1684834100-762","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.400,- pr. mdr.","Kongevellen, Risskov","51 m²","2 vær."
"1684834100-763","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.300,- pr. mdr.","Kongevellen, Risskov","34 m²","1 vær."
"1684834100-764","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.102,- pr. mdr.","Doris Kæraas Gade, Risskov","85 m²","4 vær."
"1684834100-765","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.750,- pr. mdr.","Sonnesgade, Århus C","90 m²","3 vær."
"1684834100-766","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.350,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-767","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.900,- pr. mdr.","Lokesvej, Åbyhøj","105 m²","3 vær."
"1684834100-768","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-769","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.400,- pr. mdr.","Arresøvej, Risskov","75 m²","3 vær."
"1684834100-770","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.975,- pr. mdr.","Arresøvej, Risskov","78 m²","3 vær."
"1684834100-771","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.309,- pr. mdr.","Lerdalen, Højbjerg","87 m²","3 vær."
"1684834100-772","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.600,- pr. mdr.","Arresøvej, Risskov","78 m²","3 vær."
"1684834100-773","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-774","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.711,- pr. mdr.","Kværnloftet, Risskov","104 m²","3 vær."
"1684834100-775","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-776","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-777","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.945,- pr. mdr.","Ellen Jensens Gade, Risskov","92 m²","3 vær."
"1684834100-778","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.200,- pr. mdr.","Christian X's Vej, Viby J","37 m²","1 vær."
"1684834100-779","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.995,- pr. mdr.","Sdr. Ringgade, Århus C","81 m²","3 vær."
"1684834100-780","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","13.000,- pr. mdr.","Jens Baggesens Vej, Århus N","91 m²","4 vær."
"1684834100-781","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.800,- pr. mdr.","Broloftet, Risskov","73 m²","2 vær."
"1684834100-782","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-783","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-784","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.400,- pr. mdr.","Thorvaldsensgade, Århus C","61 m²","2 vær."
"1684834100-785","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.900,- pr. mdr.","Vestre Strandallé, Risskov","51 m²","1 vær."
"1684834100-786","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.350,- pr. mdr.","Vestre Strandallé, Risskov","39 m²","1 vær."
"1684834100-787","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.195,- pr. mdr.","Viby Torv, Viby J","90 m²","3 vær."
"1684834100-788","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.650,- pr. mdr.","Emiliedalen, Højbjerg","73 m²","2 vær."
"1684834100-789","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.150,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-790","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","51 m²","1 vær."
"1684834100-791","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-792","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.000,- pr. mdr.","Trøjborgvej, Århus N","35 m²","1 vær."
"1684834100-793","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.700,- pr. mdr.","Kongevellen, Risskov","50 m²","2 vær."
"1684834100-794","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.419,- pr. mdr.","Kildegården, Århus C","145 m²","5 vær."
"1684834100-795","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.960,- pr. mdr.","Mejlgade, Århus C","105 m²","3 vær."
"1684834100-796","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-797","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.295,- pr. mdr.","Kongsvang Allé, Århus C","73 m²","2 vær."
"1684834100-798","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.500,- pr. mdr.","Stockholmsgade, Århus N","80 m²","3 vær."
"1684834100-799","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.500,- pr. mdr.","Trøjborgvej, Århus N","36 m²","1 vær."
"1684834100-800","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.975,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-801","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-802","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.395,- pr. mdr.","Borresøvej, Risskov","88 m²","3 vær."
"1684834100-803","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-804","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.456,- pr. mdr.","Langelandsgade, Århus C","73 m²","3 vær."
"1684834100-805","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-806","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.595,- pr. mdr.","Møllevangen, Tranbjerg J","470 m²","2 vær."
"1684834100-807","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-808","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.300,- pr. mdr.","Arresøvej, Risskov","53 m²","2 vær."
"1684834100-809","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.100,- pr. mdr.","Kongevellen, Risskov","68 m²","3 vær."
"1684834100-810","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-811","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.995,- pr. mdr.","Olof Palmes Allé, Århus N","30 m²","1 vær."
"1684834100-812","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.845,- pr. mdr.","Jyllands Allé, Århus C","92 m²","3 vær."
"1684834100-813","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-814","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.950,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-815","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Lilli Andersens Gade, Risskov","43 m²","1 vær."
"1684834100-816","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.150,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-817","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-818","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.750,- pr. mdr.","Vestre Strandallé, Risskov","38 m²","1 vær."
"1684834100-819","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.000,- pr. mdr.","Borggade, Århus C","87 m²","1 vær."
"1684834100-820","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.150,- pr. mdr.","Vestre Strandallé, Risskov","41 m²","1 vær."
"1684834100-821","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.995,- pr. mdr.","Skovvejen, Århus C","62 m²","2 vær."
"1684834100-822","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.200,- pr. mdr.","Tranekærvej, Risskov","100 m²","2 vær."
"1684834100-823","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.495,- pr. mdr.","Borresøvej, Åbyhøj","580 m²","2 vær."
"1684834100-824","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.975,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-825","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","37 m²","1 vær."
"1684834100-826","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-827","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Dagmar Hansens Gade, Risskov","64 m²","3 vær."
"1684834100-828","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.000,- pr. mdr.","Helga Pedersens Gade, Århus C","60 m²","1 vær."
"1684834100-829","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.700,- pr. mdr.","Dagmar Petersens Gade, Århus C","110 m²","2 vær."
"1684834100-830","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.995,- pr. mdr.","Oddervej, Højbjerg","77 m²","2 vær."
"1684834100-831","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.552,- pr. mdr.","Olof Palmes Allé, Århus N","82 m²","3 vær."
"1684834100-832","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.800,- pr. mdr.","Thit Jensens Gade, Århus C","100 m²","3 vær."
"1684834100-833","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.600,- pr. mdr.","Thit Jensens Gade, Århus C","95 m²","3 vær."
"1684834100-834","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","14.550,- pr. mdr.","Gustav Holms Vej, Århus N","128 m²","4 vær."
"1684834100-835","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Arresøvej, Risskov","51 m²","2 vær."
"1684834100-836","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.150,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-837","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","5.050,- pr. mdr.","Olof Palmes Allé, Århus N","32 m²","1 vær."
"1684834100-838","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.250,- pr. mdr.","Bifrostgade, Åbyhøj","71 m²","1 vær."
"1684834100-839","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.200,- pr. mdr.","Søren Frichs Vej, Åbyhøj","37 m²","1 vær."
"1684834100-840","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","11.200,- pr. mdr.","Broloftet, Risskov","99 m²","4 vær."
"1684834100-841","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.700,- pr. mdr.","Ryesgade, Århus C","114 m²","3 vær."
"1684834100-842","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.490,- pr. mdr.","Broloftet, Risskov","92 m²","3 vær."
"1684834100-843","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","36 m²","1 vær."
"1684834100-844","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","16.095,- pr. mdr.","Østergade, Århus C","106 m²","3 vær."
"1684834100-845","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.650,- pr. mdr.","Vestre Strandallé, Risskov","40 m²","1 vær."
"1684834100-846","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.995,- pr. mdr.","Engsøvej, Risskov","580 m²","2 vær."
"1684834100-847","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","10.800,- pr. mdr.","Broloftet, Risskov","93 m²","3 vær."
"1684834100-848","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","9.550,- pr. mdr.","Sonnesgade, Århus C","59 m²","2 vær."
"1684834100-849","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","8.250,- pr. mdr.","Doris Kæraas Gade, Risskov","63 m²","3 vær."
"1684834100-850","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","12.975,- pr. mdr.","Lokesvej, Åbyhøj","105 m²","3 vær."
"1684834100-851","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","6.350,- pr. mdr.","Vestre Strandallé, Risskov","35 m²","1 vær."
"1684834100-852","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","4.950,- pr. mdr.","Vestre Strandallé, Risskov","33 m²","1 vær."
"1684834100-853","https://minlejebolig.dk/lejeboliger/ledige-lejeboliger/aarhus","7.100,- pr. mdr.","Trøjborgvej, Århus N","35 m²","1 vær."
