web-scraper-order,pagination,price,address,rooms_type_kvm
1681720076-1716,,7.195 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 48 m²
1681720076-1717,,8.995 kr.,"Aarhus N, Tulipanlunden",3 vær. · Lejlighed · 72 m²
1681720076-1718,,12.000 kr.,"Aarhus C, Finderupvej",3 vær. · Lejlighed · 85 m²
1681720076-1719,,4.400 kr.,"Viby J, Grøfthøjparken",1 vær. · Lejlighed · 33 m²
1681720076-1720,,8.200 kr.,"Skødstrup, Stationsstien",4 vær. · Lejlighed · 101 m²
1681720076-1721,,9.500 kr.,"Aarhus C, Rudolph Wulffs Gade",3 vær. · Lejlighed · 90 m²
1681720076-1722,,9.400 kr.,"Aarhus N, Brendstrupvej",3 vær. · Lejlighed · 81 m²
1681720076-1723,,7.500 kr.,"Risskov, Kantorparken",2 vær. · Lejlighed · 68 m²
1681720076-1724,,7.500 kr.,"Aarhus C, Gebauersgade","1,5 vær. · Lejlighed · 46 m²"
1681720076-1725,,10.190 kr.,"Aarhus C, Hjortensgade",3 vær. · Lejlighed · 78 m²
1681720076-1726,,5.500 kr.,"Aarhus V, Høgevej",2 vær. · Lejlighed · 75 m²
1681720076-1727,,6.800 kr.,"Åbyhøj, Silkeborgvej",2 vær. · Lejlighed · 68 m²
1681720076-1728,,8.100 kr.,"Viby J, Terp Skovvej",4 vær. · Lejlighed · 97 m²
1681720076-1729,,2.500 kr.,"Åbyhøj, Tousvej",1 vær. · Lejlighed · 22 m²
1681720076-1730,,12.242 kr.,"Harlev J, Ådalsparken",5 vær. · Rækkehus · 134 m²
1681720076-1731,,12.243 kr.,"Harlev J, Ådalsparken",5 vær. · Rækkehus · 135 m²
1681720076-1732,,6.795 kr.,"Risskov, Tove Ditlevsens Gade",2 vær. · Lejlighed · 57 m²
1681720076-1733,,5.450 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 32 m²
1681720076-1734,,5.250 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 32 m²
1681720076-1735,,12.990 kr.,"Malling, Dampmøllevej",5 vær. · Rækkehus · 115 m²
1681720076-1736,,10.900 kr.,"Risskov, Bytoften",4 vær. · Lejlighed · 88 m²
1681720076-1737,,9.900 kr.,"Risskov, Bytoften",3 vær. · Lejlighed · 76 m²
1681720076-1738,,10.500 kr.,"Risskov, Bytoften",3 vær. · Lejlighed · 88 m²
1681720076-1739,,5.500 kr.,"Risskov, Bytoften",1 vær. · Lejlighed · 38 m²
1681720076-1740,,11.490 kr.,"Malling, Dampmøllevej",3 vær. · Lejlighed · 100 m²
1681720076-1741,,5.626 kr.,"Viby J, Engtoften",1 vær. · Lejlighed · 48 m²
1681720076-1742,,12.790 kr.,"Malling, Dampmøllevej",4 vær. · Lejlighed · 138 m²
1681720076-1743,,14.210 kr.,"Aarhus C, John Mogensens Gade",4 vær. · Lejlighed · 110 m²
1681720076-1744,,8.495 kr.,"Brabrand, Anna Anchers Gade",3 vær. · Lejlighed · 76 m²
1681720076-1745,,6.995 kr.,"Brabrand, Gudrunsvej",2 vær. · Lejlighed · 57 m²
1681720076-1746,,5.995 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 45 m²
1681720076-1747,,10.000 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 66 m²
1681720076-1748,,9.500 kr.,"Aarhus N, Gøteborg Allé",3 vær. · Lejlighed · 73 m²
1681720076-1749,,10.400 kr.,"Aarhus C, Ceresbyen",3 vær. · Lejlighed · 66 m²
1681720962-1894,,9.500 kr.,"Risskov, Vikærsvej",2 vær. · Lejlighed · 76 m²
1681720962-1895,,5.995 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 46 m²
1681720962-1896,,8.650 kr.,"Tilst, Honningvænget",3 vær. · Lejlighed · 75 m²
1681720962-1897,,9.653 kr.,"Tilst, Tilst Parkvej",4 vær. · Rækkehus · 105 m²
1681720962-1898,,7.049 kr.,"Risskov, Engholms Allé",3 vær. · Lejlighed · 56 m²
1681720962-1899,,6.800 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 48 m²
1681720962-1900,,7.100 kr.,"Aarhus N, Trøjborgvej",1 vær. · Lejlighed · 36 m²
1681720962-1901,,4.995 kr.,"Viby J, Engtoften",1 vær. · Lejlighed · 40 m²
1681720962-1902,,9.050 kr.,"Risskov, Doris Kæraas Gade",3 vær. · Lejlighed · 77 m²
1681720962-1903,,9.295 kr.,"Aarhus N, Hedeager",1 vær. · Lejlighed · 27 m²
1681720962-1904,,7.500 kr.,"Viby J, Solbjergvej",3 vær. · Lejlighed · 81 m²
1681720962-1905,,3.910 kr.,"Aarhus C, Østergade",1 vær. · Værelse · 34 m²
1681720962-1906,,6.500 kr.,"Aarhus C, Hjarnøgade",2 vær. · Lejlighed · 70 m²
1681720962-1907,,14.409 kr.,"Aarhus C, Nørre Allé",6 vær. · Lejlighed · 163 m²
1681720962-1908,,8.033 kr.,"Aarhus C, Nordborggade",2 vær. · Lejlighed · 80 m²
1681720962-1909,,9.595 kr.,"Aarhus C, Thorvaldsensgade",2 vær. · Lejlighed · 63 m²
1681720962-1910,,10.990 kr.,"Malling, Dampmøllevej",3 vær. · Lejlighed · 98 m²
1681720962-1911,,8.495 kr.,"Brabrand, Gudrunsvej",3 vær. · Lejlighed · 76 m²
1681720962-1912,,10.900 kr.,"Aarhus C, Thorvaldsensgade",3 vær. · Lejlighed · 80 m²
1681720962-1913,,7.995 kr.,"Aarhus N, Skejbytoften",2 vær. · Lejlighed · 60 m²
1681720962-1914,,5.995 kr.,"Brabrand, Elna Munchs Gade",2 vær. · Lejlighed · 45 m²
1681720962-1915,,14.075 kr.,"Aarhus C, H.N. Clausens Gade",3 vær. · Lejlighed · 89 m²
1681720962-1916,,12.490 kr.,"Malling, Dampmøllevej",4 vær. · Lejlighed · 109 m²
1681720962-1917,,3.200 kr.,"Højbjerg, Søren Nymarks Vej",2 vær. · Værelse · 22 m²
1681720962-1918,,6.295 kr.,"Viby J, Grøndalsvej",3 vær. · Lejlighed · 59 m²
1681720962-1919,,5.700 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 39 m²
1681720962-1920,,4.900 kr.,"Aarhus C, Hans Schourups Gade",1 vær. · Værelse · 20 m²
1681720962-1921,,5.995 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 46 m²
1681720962-1922,,7.595 kr.,"Viby J, Skanderborgvej",2 vær. · Lejlighed · 57 m²
1681720962-1923,,11.900 kr.,"Aarhus C, Skovvejen",2 vær. · Lejlighed · 83 m²
1681720962-1924,,9.686 kr.,"Aarhus C, Dirch Passers Gade",3 vær. · Lejlighed · 67 m²
1681720962-1925,,7.175 kr.,"Aarhus C, De Mezas Vej",1 vær. · Lejlighed · 55 m²
1681720962-1926,,14.000 kr.,"Aarhus C, Falstersgade",3 vær. · Lejlighed · 105 m²
1681720962-1927,,11.272 kr.,"Aarhus C, Havnegade",2 vær. · Lejlighed · 107 m²
1681720962-1928,,7.450 kr.,"Højbjerg, Rundhøj Allé",3 vær. · Lejlighed · 72 m²
1681720962-1929,,8.175 kr.,"Åbyhøj, Lokesvej",2 vær. · Lejlighed · 56 m²
1681720962-1930,,9.495 kr.,"Aarhus N, Niels Juels Gade",2 vær. · Lejlighed · 70 m²
1681720962-1931,,12.000 kr.,"Åbyhøj, Lokesvej",3 vær. · Lejlighed · 105 m²
1681720962-1932,,11.000 kr.,"Aarhus N, Otte Ruds Gade",3 vær. · Lejlighed · 82 m²
1681720962-1933,,7.500 kr.,"Lystrup, Sønderskovvej",3 vær. · Lejlighed · 80 m²
1681720962-1934,,7.700 kr.,"Risskov, Bytoften",2 vær. · Lejlighed · 51 m²
1681720962-1935,,23.900 kr.,"Brabrand, Langdalsvej",7 vær. · Hus · 239 m²
1681720962-1936,,10.745 kr.,"Aarhus N, Vistihøjen",4 vær. · Lejlighed · 110 m²
1681720962-1937,,7.595 kr.,"Risskov, Møllehatten",2 vær. · Lejlighed · 50 m²
1681720962-1938,,4.450 kr.,"Aarhus N, Jens Baggesens Vej",1 vær. · Værelse · 15 m²
1681720962-1939,,9.595 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 70 m²
1681720962-1940,,8.500 kr.,"Aarhus C, Vestergade",2 vær. · Lejlighed · 60 m²
1681720962-1941,,9.500 kr.,"Brabrand, Silkeborgvej",4 vær. · Lejlighed · 100 m²
1681720962-1942,,8.960 kr.,"Aarhus N, Aldersrovej",2 vær. · Lejlighed · 74 m²
1681720962-1943,,9.995 kr.,"Hørning, Brohaven",4 vær. · Rækkehus · 110 m²
1681720962-1944,,9.900 kr.,"Aarhus C, Kirkegårdsvej",2 vær. · Lejlighed · 70 m²
1681720962-1945,,10.900 kr.,"Aarhus N, Randersvej",3 vær. · Lejlighed · 87 m²
1681720962-1946,,16.990 kr.,"Aarhus C, Park Allé",5 vær. · Lejlighed · 169 m²
1681720962-1947,,7.272 kr.,"Hasselager, Kildeagervej",2 vær. · Lejlighed · 65 m²
1681720962-1948,,9.333 kr.,"Aarhus C, John Mogensens Gade",3 vær. · Lejlighed · 65 m²
1681720962-1949,,9.768 kr.,"Aarhus C, Lone Kellermanns Gade",3 vær. · Lejlighed · 66 m²
1681720962-1950,,9.495 kr.,"Aarhus C, Grete Løchtes Gade",3 vær. · Lejlighed · 68 m²
1681720962-1951,,9.595 kr.,"Aarhus C, Grete Løchtes Gade",3 vær. · Lejlighed · 66 m²
1681720962-1952,,7.300 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 53 m²
1681720962-1953,,6.200 kr.,"Viby J, Christian X's Vej",1 vær. · Lejlighed · 37 m²
1681720962-1954,,6.900 kr.,"Risskov, Brassøvej",2 vær. · Lejlighed · 54 m²
1681720962-1955,,8.900 kr.,"Aarhus C, Thunøgade",2 vær. · Lejlighed · 60 m²
1681720962-1956,,5.250 kr.,"Aarhus N, Olof Palmes Allé",1 vær. · Lejlighed · 32 m²
1681720962-1957,,12.650 kr.,"Aarhus C, Thit Jensens Gade",4 vær. · Lejlighed · 96 m²
1681720962-1958,,14.950 kr.,"Aarhus C, Thit Jensens Gade",5 vær. · Lejlighed · 111 m²
1681720962-1959,,8.500 kr.,"Sabro, Viborgvej",3 vær. · Lejlighed · 88 m²
1681720962-1960,,6.625 kr.,"Aarhus C, Horsensgade",1 vær. · Lejlighed · 52 m²
1681720962-1961,,2.800 kr.,"Harlev J, Brydehøjvej",1 vær. · Værelse · 15 m²
1681720962-1962,,6.500 kr.,"Sabro, Viborgvej",2 vær. · Lejlighed · 65 m²
1681720962-1963,,7.500 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 54 m²
1681720962-1964,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 68 m²
1681720962-1965,,8.575 kr.,"Aarhus C, P.P. Ørums Gade",2 vær. · Lejlighed · 72 m²
1681720962-1966,,6.900 kr.,"Åbyhøj, Silkeborgvej",2 vær. · Lejlighed · 44 m²
1681720962-1967,,5.950 kr.,"Åbyhøj, Søren Frichs Vej",1 vær. · Lejlighed · 34 m²
1681720962-1968,,3.750 kr.,"Viby J, Damagervej",1 vær. · Værelse · 13 m²
1681720962-1969,,6.250 kr.,"Viby J, Damagervej",1 vær. · Lejlighed · 40 m²
1681720962-1970,,12.500 kr.,"Aarhus C, Christiansgade",3 vær. · Lejlighed · 107 m²
1681720962-1971,,5.795 kr.,"Tilst, Pollenvænget",2 vær. · Lejlighed · 39 m²
1681720962-1972,,6.595 kr.,"Tilst, Honningvænget",2 vær. · Lejlighed · 50 m²
1681720962-1973,,5.195 kr.,"Tilst, Pollenvænget",1 vær. · Lejlighed · 37 m²
1681720962-1974,,12.004 kr.,"Åbyhøj, Baldersgade",4 vær. · Lejlighed · 93 m²
1681720962-1975,,7.900 kr.,"Åbyhøj, Baldersgade",2 vær. · Lejlighed · 52 m²
1681720962-1976,,7.827 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 51 m²
1681720962-1977,,11.295 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 99 m²
1681720962-1978,,8.475 kr.,"Aarhus N, Gøteborg Allé",3 vær. · Lejlighed · 74 m²
1681720962-1979,,9.100 kr.,"Aarhus N, Gøteborg Allé",3 vær. · Lejlighed · 78 m²
1681720962-1980,,11.320 kr.,"Risskov, Vindrosen",3 vær. · Lejlighed · 93 m²
1681720962-1981,,13.300 kr.,"Risskov, Vindrosen",4 vær. · Lejlighed · 121 m²
1681720962-1982,,5.000 kr.,"Viby J, Myrholmsvej",1 vær. · Værelse · 25 m²
1681720962-1983,,8.900 kr.,"Aarhus C, Fredensgade",1 vær. · Lejlighed · 39 m²
1681720962-1984,,2.750 kr.,"Aarhus C, Schleppegrellsgade",1 vær. · Værelse · 10 m²
1681720962-1985,,8.450 kr.,"Risskov, Dagmar Hansens Gade",3 vær. · Lejlighed · 63 m²
1681720962-1986,,8.750 kr.,"Aarhus N, Otte Ruds Gade",2 vær. · Lejlighed · 62 m²
1681720962-1987,,13.204 kr.,"Aarhus C, Fynsgade",3 vær. · Lejlighed · 100 m²
1681720962-1988,,8.150 kr.,"Risskov, Lilli Andersens Gade",3 vær. · Lejlighed · 62 m²
1681720962-1989,,15.950 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 114 m²
1681720962-1990,,13.800 kr.,"Aarhus C, Sonnesgade",4 vær. · Lejlighed · 86 m²
1681720962-1991,,10.700 kr.,"Aarhus C, Thit Jensens Gade",3 vær. · Lejlighed · 95 m²
1681720962-1992,,6.500 kr.,"Risskov, Kamma Klitgårds Gade",2 vær. · Lejlighed · 48 m²
1681720962-1993,,7.955 kr.,"Viby J, Onsholtvej",3 vær. · Lejlighed · 76 m²
1681720962-1994,,6.050 kr.,"Tranbjerg J, Slet Parkvej",2 vær. · Lejlighed · 56 m²
1681720962-1995,,9.200 kr.,"Risskov, Vikærsvej",2 vær. · Lejlighed · 75 m²
1681720962-1996,,12.900 kr.,"Risskov, Vikærsvej",4 vær. · Lejlighed · 115 m²
1681720962-1997,,11.195 kr.,"Risskov, Brassøvej",4 vær. · Lejlighed · 98 m²
1681720962-1998,,4.603 kr.,"Tilst, Apisvej",1 vær. · Lejlighed · 22 m²
1681720962-1999,,11.225 kr.,"Risskov, Tranekærvej",3 vær. · Lejlighed · 100 m²
1681720962-2000,,4.398 kr.,"Tilst, Apisvej",1 vær. · Lejlighed · 20 m²
1681720962-2001,,3.200 kr.,"Aarhus C, Knudrisgade",1 vær. · Værelse · 9 m²
1681720962-2002,,6.820 kr.,"Viby J, Onsholtvej",2 vær. · Lejlighed · 61 m²
1681720962-2003,,4.394 kr.,"Tilst, Apisvej",1 vær. · Lejlighed · 20 m²
1681720962-2004,,10.900 kr.,"Risskov, Harald Selmers Vej",3 vær. · Lejlighed · 81 m²
1681720962-2005,,8.795 kr.,"Viby J, Engelundsvej",3 vær. · Rækkehus · 57 m²
1681720962-2006,,7.500 kr.,"Risskov, Kantorvænget",2 vær. · Lejlighed · 55 m²
1681720962-2007,,10.587 kr.,"Aarhus C, M.P. Bruuns Gade",3 vær. · Lejlighed · 88 m²
1681720962-2008,,8.200 kr.,"Aarhus C, Banegårdsgade",3 vær. · Lejlighed · 54 m²
1681720962-2009,,8.800 kr.,"Aarhus C, Irma Pedersens Gade",2 vær. · Lejlighed · 50 m²
1681720962-2010,,6.500 kr.,"Aarhus N, Bergensgade",2 vær. · Lejlighed · 36 m²
1681720962-2011,,3.860 kr.,"Aarhus C, Ceresbyen",1 vær. · Værelse · 9 m²
1681720962-2012,,9.495 kr.,"Tilst, Blomsterlunden",3 vær. · Lejlighed · 73 m²
1681720962-2013,,10.895 kr.,"Aarhus C, Daugbjergvej",3 vær. · Lejlighed · 83 m²
1681720962-2014,,5.900 kr.,"Skødstrup, Tronkærgårdsvej",2 vær. · Lejlighed · 51 m²
1681720962-2015,,4.600 kr.,"Aarhus N, Stockholmsgade",1 vær. · Lejlighed · 38 m²
1681720962-2016,,9.995 kr.,"Aarhus C, M.P. Bruuns Gade",2 vær. · Lejlighed · 72 m²
1681720962-2017,,12.300 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 82 m²
1681720962-2018,,6.000 kr.,"Aarhus N, Skovfaldet",2 vær. · Lejlighed · 50 m²
1681720962-2019,,7.500 kr.,"Aarhus C, Mejlgade",2 vær. · Lejlighed · 60 m²
1681720962-2020,,10.500 kr.,"Aarhus C, Nordborggade",2 vær. · Lejlighed · 70 m²
1681720962-2021,,11.190 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 90 m²
1681720962-2022,,6.275 kr.,"Risskov, Pie Frandsens Gade",2 vær. · Lejlighed · 46 m²
1681720962-2023,,3.500 kr.,"Aarhus C, Frederiks Allé",1 vær. · Lejlighed · 14 m²
1681720962-2024,,8.149 kr.,"Solbjerg, Pilevangen",3 vær. · Lejlighed · 86 m²
1681720962-2025,,13.149 kr.,"Aarhus C, Vesterbro Torv",3 vær. · Lejlighed · 101 m²
1681720962-2026,,9.495 kr.,"Aarhus N, Vistihøjen",3 vær. · Lejlighed · 92 m²
1681720962-2027,,8.895 kr.,"Aarhus V, Paludan Müllers Vej",2 vær. · Lejlighed · 81 m²
1681720962-2028,,14.550 kr.,"Aarhus N, Gustav Holms Vej",4 vær. · Lejlighed · 128 m²
1681720962-2029,,2.500 kr.,"Risskov, Højrisvej",1 vær. · Værelse · 11 m²
1681720962-2030,,6.995 kr.,"Viby J, Kaj Munks Vej",2 vær. · Lejlighed · 60 m²
1681720962-2031,,8.795 kr.,"Hjortshøj, Mejlbyparken",4 vær. · Rækkehus · 125 m²
1681720962-2032,,9.400 kr.,"Aarhus C, Vestervang",3 vær. · Lejlighed · 77 m²
1681720962-2033,,10.995 kr.,"Risskov, Møllehatten",4 vær. · Lejlighed · 92 m²
1681720962-2034,,10.200 kr.,"Viby J, Bøgeskov Høvej",4 vær. · Rækkehus · 83 m²
1681720962-2035,,10.896 kr.,"Aarhus N, Olof Palmes Allé",3 vær. · Lejlighed · 82 m²
1681720962-2036,,4.000 kr.,"Højbjerg, Rundhøj Allé",1 vær. · Værelse · 16 m²
1681720962-2037,,5.597 kr.,"Aarhus N, Hvidkløvervej",1 vær. · Lejlighed · 35 m²
1681720962-2038,,13.500 kr.,"Aarhus N, Ringen",4 vær. · Lejlighed · 147 m²
1681720962-2039,,9.100 kr.,"Aarhus C, Åboulevarden",2 vær. · Lejlighed · 77 m²
1681720962-2040,,7.700 kr.,"Aarhus N, Ringen",2 vær. · Lejlighed · 65 m²
1681720962-2041,,11.095 kr.,"Aarhus C, Kystvejen",3 vær. · Lejlighed · 90 m²
1681720962-2042,,5.995 kr.,"Aarhus N, Ladefogedvej",2 vær. · Rækkehus · 58 m²
1681720962-2043,,8.550 kr.,"Aarhus C, Sdr. Ringgade",2 vær. · Lejlighed · 72 m²
1681720962-2044,,4.750 kr.,"Egå, Egå Møllevej",2 vær. · Lejlighed · 39 m²
1681720962-2045,,11.544 kr.,"Åbyhøj, Sifsgade",4 vær. · Lejlighed · 88 m²
1681720962-2046,,16.100 kr.,"Aarhus C, Thit Jensens Gade",5 vær. · Lejlighed · 111 m²
1681720962-2047,,6.900 kr.,"Risskov, Borresøvej",2 vær. · Lejlighed · 52 m²
1681720962-2048,,8.800 kr.,"Risskov, Broloftet",2 vær. · Lejlighed · 73 m²
1681720962-2049,,6.950 kr.,"Risskov, Skejbyvej",2 vær. · Lejlighed · 63 m²
1681720962-2050,,7.895 kr.,"Aarhus N, Jens Baggesens Vej",2 vær. · Lejlighed · 51 m²
1681720962-2051,,10.000 kr.,"Risskov, Borresøvej",3 vær. · Lejlighed · 89 m²
1681720962-2052,,3.800 kr.,"Aarhus N, Tordenskjoldsgade",1 vær. · Lejlighed · 27 m²
1681720962-2053,,7.450 kr.,"Brabrand, Emmasvej",3 vær. · Lejlighed · 84 m²
1681720962-2054,,6.480 kr.,"Brabrand, Ingersvej",2 vær. · Lejlighed · 68 m²
1681720962-2055,,7.395 kr.,"Viby J, Engtoften",2 vær. · Lejlighed · 54 m²
1681720962-2056,,10.495 kr.,"Hørning, Brohaven",4 vær. · Rækkehus · 135 m²
1681720962-2057,,7.995 kr.,"Aarhus C, Amaliegade",2 vær. · Lejlighed · 55 m²
1681720962-2058,,13.080 kr.,"Aarhus C, Thomas Koppels Gade",4 vær. · Lejlighed · 96 m²
1681720962-2059,,10.450 kr.,"Aarhus C, Ålborggade",3 vær. · Lejlighed · 93 m²
1681720962-2060,,2.350 kr.,"Åbyhøj, Vølundsvej",1 vær. · Værelse · 9 m²
1681720962-2061,,7.695 kr.,"Aarhus C, Valdemarsgade","1,5 vær. · Lejlighed · 49 m²"
1681720962-2062,,8.155 kr.,"Viby J, Drosbjerg",3 vær. · Lejlighed · 68 m²
1681720962-2063,,7.995 kr.,"Aarhus V, Vintervej",3 vær. · Lejlighed · 70 m²
1681720962-2064,,6.650 kr.,"Viby J, Grøndalsvej",2 vær. · Lejlighed · 70 m²
1681720962-2065,,8.736 kr.,"Risskov, Tove Ditlevsens Gade",3 vær. · Lejlighed · 67 m²
1681720962-2066,,6.700 kr.,"Aarhus N, Skovvangsvej",1 vær. · Lejlighed · 42 m²
1681720962-2067,,3.600 kr.,"Aarhus C, Vestre Ringgade",1 vær. · Værelse · 10 m²
1681720962-2068,,8.500 kr.,"Viby J, Råhøjen",3 vær. · Rækkehus · 91 m²
1681720962-2069,,9.395 kr.,"Risskov, Møllehatten",3 vær. · Lejlighed · 71 m²
1681720962-2070,,9.051 kr.,"Aarhus C, Nordborggade",3 vær. · Lejlighed · 85 m²
1681720962-2071,,6.050 kr.,"Tranbjerg J, Møllevangen",2 vær. · Lejlighed · 56 m²
1681720962-2072,,4.000 kr.,"Aarhus C, Skovgaardsgade",1 vær. · Værelse · 19 m²
1681720962-2073,,7.802 kr.,"Aarhus N, Skejbyparken",3 vær. · Lejlighed · 83 m²
1681720962-2074,,9.375 kr.,"Aarhus C, Ceresbyen",2 vær. · Lejlighed · 61 m²
1681720962-2075,,12.900 kr.,"Risskov, Borresøvej",5 vær. · Lejlighed · 138 m²
1681720962-2076,,7.995 kr.,"Aarhus N, Brendstrupgårdsvej",3 vær. · Lejlighed · 65 m²
1681720962-2077,,16.266 kr.,"Aarhus N, Tordenskjoldsgade",4 vær. · Lejlighed · 127 m²
1681720962-2078,,8.500 kr.,"Aarhus N, Kløvermarksvej",2 vær. · Lejlighed · 55 m²
1681720962-2079,,7.195 kr.,"Risskov, Arresøvej",2 vær. · Lejlighed · 51 m²
1681720962-2080,,7.500 kr.,"Viby J, Damagervej",2 vær. · Lejlighed · 49 m²
1681720962-2081,,4.845 kr.,"Aarhus C, Hjortensgade",1 vær. · Værelse · 18 m²
1681720962-2082,,9.900 kr.,"Malling, Krekærlundsvej",4 vær. · Rækkehus · 116 m²
1681720962-2083,,9.400 kr.,"Malling, Krekærlundsvej",4 vær. · Rækkehus · 116 m²
1681720962-2084,,3.950 kr.,"Aarhus C, Lille Torv",1 vær. · Værelse · 47 m²
1681720962-2085,,7.900 kr.,"Aarhus V, Ryhavevej",2 vær. · Lejlighed · 64 m²
1681720962-2086,,9.000 kr.,"Hinnerup, Tingvej",4 vær. · Hus · 134 m²
1681720962-2087,,4.411 kr.,"Brabrand, Høiriisgårdsvej",2 vær. · Lejlighed · 50 m²
1681720962-2088,,3.000 kr.,"Højbjerg, Holmegårdsvej",1 vær. · Værelse · 15 m²
1681720962-2089,,6.000 kr.,"Risskov, Østre Skovvej",2 vær. · Lejlighed · 52 m²
1681720962-2090,,12.500 kr.,"Aarhus C, Nørregade",4 vær. · Lejlighed · 122 m²
1681720962-2091,,1.995 kr.,"Trige, Gammel Landevej",1 vær. · Værelse · 28 m²
1681720962-2092,,9.800 kr.,"Aarhus C, Joh. Baunes Plads",2 vær. · Lejlighed · 84 m²
1681720962-2093,,8.075 kr.,"Aarhus C, Silkeborgvej",2 vær. · Lejlighed · 68 m²
1681720962-2094,,2.795 kr.,"Aarhus C, Molsgade",1 vær. · Værelse · 24 m²
1681720962-2095,,11.500 kr.,"Tilst, Apisvej",4 vær. · Rækkehus · 102 m²
1681720962-2096,,11.625 kr.,"Aarhus C, Jægergårdsgade",3 vær. · Lejlighed · 93 m²
1681720962-2097,,8.300 kr.,"Risskov, Arresøvej",3 vær. · Lejlighed · 66 m²
1681720962-2098,,9.800 kr.,"Aarhus N, Trøjborgvej",3 vær. · Lejlighed · 62 m²
1681720962-2099,,11.700 kr.,"Aarhus C, Kristine Nielsens Gade",3 vær. · Lejlighed · 76 m²
1681720962-2100,,6.995 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 59 m²
1681720962-2101,,11.200 kr.,"Aarhus C, Kirkedammen",4 vær. · Lejlighed · 92 m²
1681720962-2102,,11.696 kr.,"Åbyhøj, Baldersgade",4 vær. · Lejlighed · 93 m²
1681720962-2103,,14.995 kr.,"Højbjerg, Emiliedalsvej",4 vær. · Rækkehus · 122 m²
1681720962-2104,,12.095 kr.,"Højbjerg, Emiliedalen",3 vær. · Rækkehus · 104 m²
1681720962-2105,,15.708 kr.,"Risskov, Tove Ditlevsens Gade",4 vær. · Rækkehus · 144 m²
1681720962-2106,,6.695 kr.,"Aarhus V, Vintervej",2 vær. · Lejlighed · 52 m²
1681720962-2107,,10.795 kr.,"Risskov, Broloftet",4 vær. · Lejlighed · 92 m²
1681720962-2108,,5.950 kr.,"Brabrand, Emmasvej",2 vær. · Lejlighed · 70 m²
1681720962-2109,,11.200 kr.,"Aarhus C, Vesterport",3 vær. · Lejlighed · 91 m²
1681720962-2110,,14.397 kr.,"Aarhus C, Museumsgade",4 vær. · Lejlighed · 120 m²
1681720962-2111,,4.300 kr.,"Aarhus C, Thunøgade",1 vær. · Værelse · 20 m²
1681720962-2112,,8.350 kr.,"Aarhus C, Åhusene",2 vær. · Lejlighed · 55 m²
1681720962-2113,,4.758 kr.,"Aarhus C, Mejlgade",1 vær. · Værelse · 12 m²
1681720962-2114,,9.400 kr.,"Aarhus C, Hans Schourups Gade",2 vær. · Lejlighed · 67 m²
1681720962-2115,,8.650 kr.,"Aarhus C, Åhusene",3 vær. · Lejlighed · 58 m²
1681720962-2116,,13.160 kr.,"Risskov, Ellen Jensens Gade",3 vær. · Lejlighed · 101 m²
